"ensembl_gene_id","gene_symbol","description","gene_biotype","chromosome","start","end"
"FBgn0262103","Sik3","Salt-inducible kinase 3","protein_coding","2R",18688132,18705805
"FBgn0262104","CG42857","","protein_coding","3R",9820514,9821191
"FBgn0262105","lncRNA:CR42858","long non-coding RNA:CR42858","ncRNA","3R",9824085,9824864
"FBgn0262106","lncRNA:CR42859","long non-coding RNA:CR42859","ncRNA","2L",2245230,2247383
"FBgn0262107","asRNA:CR42860","antisense RNA:CR42860","ncRNA","3L",2088166,2089626
"FBgn0262108","lncRNA:CR42861","long non-coding RNA:CR42861","ncRNA","X",13744928,13745476
"FBgn0262109","lncRNA:CR42862","long non-coding RNA:CR42862","ncRNA","3L",224106,230964
"FBgn0262111","f","forked","protein_coding","X",17232942,17280964
"FBgn0262112","sro","shroud","protein_coding","3R",29794597,29795805
"FBgn0262114","RanBPM","Ran-binding protein M","protein_coding","2R",10429708,10436581
"FBgn0262115","CG17683","","protein_coding","2R",4130974,4133484
"FBgn0262116","RNASEK","Ribonuclease kappa","protein_coding","2R",4186835,4188127
"FBgn0262117","IntS3","Integrator 3","protein_coding","2R",4235779,4242934
"FBgn0262123","l(2)41Ab","lethal (2) 41Ab","protein_coding","2R",1349392,1443935
"FBgn0262124","uex","unextended","protein_coding","2R",3900285,3949425
"FBgn0262125","Sec23","Secretory 23","protein_coding","3R",5649065,5652629
"FBgn0262126","Sec24CD","Secretory 24CD","protein_coding","2L",2231106,2236844
"FBgn0262127","kibra","kibra","protein_coding","3R",14697689,14724261
"FBgn0262139","trh","trachealess","protein_coding","3L",366524,392633
"FBgn0262140","CG42866","","protein_coding","2L",19961224,19961685
"FBgn0262141","CG42867","","protein_coding","2R",22665646,22666145
"FBgn0262142","lncRNA:CR42868","long non-coding RNA:CR42868","ncRNA","2R",22666359,22666764
"FBgn0262143","CG42869","","protein_coding","3R",21736513,21736849
"FBgn0262144","CG42870","","protein_coding","3R",21736933,21737364
"FBgn0262146","MtnE","Metallothionein E","protein_coding","3R",20534021,20534704
"FBgn0262148","lncRNA:CR42874","long non-coding RNA:CR42874","ncRNA","2L",1989450,1990894
"FBgn0262149","CR42875","","pseudogene","3R",7128087,7129166
"FBgn0262150","CG42876","","protein_coding","2L",15810571,15812141
"FBgn0262160","CG9932","","protein_coding","2L",13021868,13060140
"FBgn0262163","betaNACtes5","Nascent-associated complex beta-subunit-like, testis 5","pseudogene","X",15576355,15576964
"FBgn0262166","caly","calypso","protein_coding","2R",16194062,16196333
"FBgn0262167","ana1","anastral spindle 1","protein_coding","3R",24530576,24536395
"FBgn0262169","magu","magu","protein_coding","2R",10052541,10063712
"FBgn0262170","CG42878","","protein_coding","2R",19587301,19587763
"FBgn0262172","mir-307b","mir-307b stem loop","ncRNA","2R",9621234,9621353
"FBgn0262174","mir-993","mir-993 stem loop","ncRNA","3R",6776333,6776451
"FBgn0262177","mir-375","mir-375 stem loop","ncRNA","2L",857542,857632
"FBgn0262178","mir-981","mir-981 stem loop","ncRNA","X",1788861,1788957
"FBgn0262180","mir-2283","mir-2283 stem loop","ncRNA","3R",9517524,9517599
"FBgn0262181","mir-972","mir-972 stem loop","ncRNA","X",19551152,19551242
"FBgn0262182","mir-957","mir-957 stem loop","ncRNA","3L",22518196,22518291
"FBgn0262185","mir-995","mir-995 stem loop","ncRNA","3R",20735923,20736012
"FBgn0262187","mir-970","mir-970 stem loop","ncRNA","X",12636336,12636430
"FBgn0262189","mir-2500","mir-2500 stem loop","ncRNA","3L",16998457,16998524
"FBgn0262191","mir-2497","mir-2497 stem loop","ncRNA","2L",16678240,16678335
"FBgn0262194","mir-2489","mir-2489 stem loop","ncRNA","2L",13609974,13610068
"FBgn0262200","mir-962","mir-962 stem loop","ncRNA","2L",5641298,5641389
"FBgn0262201","mir-973","mir-973 stem loop","ncRNA","X",19551528,19551628
"FBgn0262203","mir-967","mir-967 stem loop","ncRNA","2L",12460004,12460100
"FBgn0262204","mir-2279","mir-2279 stem loop","ncRNA","2R",2552170,2552282
"FBgn0262205","mir-932","mir-932 stem loop","ncRNA","2L",6902062,6902152
"FBgn0262210","mir-927","mir-927 stem loop","ncRNA","X",15965947,15966038
"FBgn0262211","mir-2498","mir-2498 stem loop","ncRNA","2R",20584709,20584820
"FBgn0262213","mir-2495","mir-2495 stem loop","ncRNA","2L",5068570,5068684
"FBgn0262214","mir-929","mir-929 stem loop","ncRNA","3R",4295369,4295456
"FBgn0262215","mir-989","mir-989 stem loop","ncRNA","2R",14145351,14145524
"FBgn0262216","mir-974","mir-974 stem loop","ncRNA","X",19551678,19551778
"FBgn0262220","mir-987","mir-987 stem loop","ncRNA","2R",9313023,9313116
"FBgn0262222","mir-971","mir-971 stem loop","ncRNA","X",13062072,13062167
"FBgn0262223","mir-994","mir-994 stem loop","ncRNA","3R",10408137,10408227
"FBgn0262227","mir-991","mir-991 stem loop","ncRNA","2R",20585200,20585295
"FBgn0262228","mir-975","mir-975 stem loop","ncRNA","X",19558753,19558843
"FBgn0262233","mir-2494","mir-2494 stem loop","ncRNA","3R",16618766,16618882
"FBgn0262235","mir-983-1","mir-983-1 stem loop","ncRNA","X",4368309,4368399
"FBgn0262237","mir-2491","mir-2491 stem loop","ncRNA","X",22833440,22833583
"FBgn0262239","mir-961","mir-961 stem loop","ncRNA","2L",5641191,5641279
"FBgn0262243","mir-964","mir-964 stem loop","ncRNA","2L",5642102,5642201
"FBgn0262249","mir-958","mir-958 stem loop","ncRNA","3L",22669289,22669380
"FBgn0262251","mir-977","mir-977 stem loop","ncRNA","X",19559022,19559120
"FBgn0262252","mir-965","mir-965 stem loop","ncRNA","2L",243035,243141
"FBgn0262256","mir-959","mir-959 stem loop","ncRNA","2L",5640940,5641037
"FBgn0262260","mir-2282","mir-2282 stem loop","ncRNA","3L",3412145,3412251
"FBgn0262263","mir-969","mir-969 stem loop","ncRNA","X",18124357,18124450
"FBgn0262266","mir-980","mir-980 stem loop","ncRNA","X",280172,280269
"FBgn0262269","mir-955","mir-955 stem loop","ncRNA","3L",3299055,3299151
"FBgn0262272","mir-1002","mir-1002 stem loop","ncRNA","2L",13747609,13747697
"FBgn0262275","mir-2280","mir-2280 stem loop","ncRNA","2L",1831685,1831799
"FBgn0262279","mir-983-2","mir-983-2 stem loop","ncRNA","X",4368483,4368581
"FBgn0262282","mir-984","mir-984 stem loop","ncRNA","X",4368646,4368735
"FBgn0262283","mir-985","mir-985 stem loop","ncRNA","X",16191254,16191339
"FBgn0262286","mir-1001","mir-1001 stem loop","ncRNA","3R",27642466,27642555
"FBgn0262290","mir-iab-8","mir-iab-8 stem loop","ncRNA","3R",16856275,16856342
"FBgn0262291","mir-956","mir-956 stem loop","ncRNA","3L",11773731,11773878
"FBgn0262293","mir-2490","mir-2490 stem loop","ncRNA","2L",23168825,23168899
"FBgn0262297","mir-2496","mir-2496 stem loop","ncRNA","X",2010300,2010417
"FBgn0262300","mir-988","mir-988 stem loop","ncRNA","2R",12158872,12158970
"FBgn0262301","mir-979","mir-979 stem loop","ncRNA","X",19561837,19561931
"FBgn0262302","mir-954","mir-954 stem loop","ncRNA","4",626126,626212
"FBgn0262307","mir-990","mir-990 stem loop","ncRNA","2R",16895223,16895308
"FBgn0262314","mir-978","mir-978 stem loop","ncRNA","X",19561236,19561327
"FBgn0262315","mir-2493","mir-2493 stem loop","ncRNA","3R",15130754,15130859
"FBgn0262316","mir-986","mir-986 stem loop","ncRNA","2R",8444982,8445081
"FBgn0262317","mir-966","mir-966 stem loop","ncRNA","2L",6045627,6045713
"FBgn0262319","mir-1000","mir-1000 stem loop","ncRNA","3R",25588859,25588958
"FBgn0262321","mir-960","mir-960 stem loop","ncRNA","2L",5641063,5641155
"FBgn0262323","mir-252","mir-252 stem loop","ncRNA","3R",13464219,13464311
"FBgn0262327","mir-2281","mir-2281 stem loop","ncRNA","3R",14396399,14396501
"FBgn0262330","mir-193","mir-193 stem loop","ncRNA","3L",21574014,21574121
"FBgn0262331","mir-999","mir-999 stem loop","ncRNA","3R",21798227,21798331
"FBgn0262332","mir-968","mir-968 stem loop","ncRNA","2L",13747748,13747839
"FBgn0262333","mir-963","mir-963 stem loop","ncRNA","2L",5641990,5642078
"FBgn0262334","mir-992","mir-992 stem loop","ncRNA","2R",20585314,20585405
"FBgn0262335","mir-2492","mir-2492 stem loop","ncRNA","X",11547422,11547497
"FBgn0262338","mir-2499","mir-2499 stem loop","ncRNA","X",19557008,19557103
"FBgn0262339","mir-982","mir-982 stem loop","ncRNA","X",4365806,4365898
"FBgn0262341","mir-976","mir-976 stem loop","ncRNA","X",19558895,19558991
"FBgn0262351","CG43049","","protein_coding","3L",18925090,18926108
"FBgn0262352","CG43050","","protein_coding","2L",13119294,13120767
"FBgn0262353","CG43051","","protein_coding","2L",12507939,12508504
"FBgn0262354","CG43052","","protein_coding","2L",14352077,14352619
"FBgn0262355","lncRNA:CR43053","long non-coding RNA:CR43053","ncRNA","2L",16944723,16945374
"FBgn0262356","CG43054","","protein_coding","2L",17627859,17628389
"FBgn0262357","CG43055","","protein_coding","2L",4411155,4411824
"FBgn0262358","CG43056","","protein_coding","2L",4437787,4438201
"FBgn0262359","CG43057","","protein_coding","2L",8243323,8244003
"FBgn0262360","CG43058","","protein_coding","2R",13600645,13601099
"FBgn0262361","CG43059","","protein_coding","3L",8318542,8318966
"FBgn0262362","CG43060","","protein_coding","3R",8041224,8055970
"FBgn0262363","CG43061","","protein_coding","3R",8049673,8050059
"FBgn0262364","CG43062","","protein_coding","3R",11750333,11750916
"FBgn0262365","CG43063","","protein_coding","3R",13086224,13086761
"FBgn0262366","CG43064","","protein_coding","3L",11834721,11836721
"FBgn0262367","mir-13b-1","mir-13b-1 stem loop","ncRNA","3R",15417408,15417475
"FBgn0262368","mir-282","mir-282 stem loop","ncRNA","3L",3251022,3251118
"FBgn0262369","mir-31b","mir-31b stem loop","ncRNA","X",8993305,8993431
"FBgn0262370","mir-7","mir-7 stem loop","ncRNA","2R",20606067,20606154
"FBgn0262371","mir-263b","mir-263b stem loop","ncRNA","3L",15843406,15843495
"FBgn0262372","mir-3","mir-3 stem loop","ncRNA","2R",19661595,19661663
"FBgn0262373","mir-9a","mir-9a stem loop","ncRNA","3L",19565131,19565208
"FBgn0262374","mir-2b-1","mir-2b-1 stem loop","ncRNA","2L",8258616,8258692
"FBgn0262375","mir-1005","mir-1005 stem loop","ncRNA","2L",4343696,4343756
"FBgn0262376","mir-219","mir-219 stem loop","ncRNA","3L",17315006,17315105
"FBgn0262377","mir-2a-1","mir-2a-1 stem loop","ncRNA","2L",19569897,19569972
"FBgn0262378","mir-317","mir-317 stem loop","ncRNA","3R",10091126,10091217
"FBgn0262379","mir-1012","mir-1012 stem loop","ncRNA","3R",26861349,26861407
"FBgn0262380","mir-309","mir-309 stem loop","ncRNA","2R",19661706,19661774
"FBgn0262381","mir-276b","mir-276b stem loop","ncRNA","3L",10319785,10319883
"FBgn0262382","mir-1010","mir-1010 stem loop","ncRNA","3R",22292879,22292949
"FBgn0262383","mir-284","mir-284 stem loop","ncRNA","3R",12551515,12551614
"FBgn0262384","mir-1014","mir-1014 stem loop","ncRNA","3R",31753524,31753591
"FBgn0262385","mir-307a","mir-307a stem loop","ncRNA","2R",9621251,9621338
"FBgn0262386","mir-306","mir-306 stem loop","ncRNA","2L",16698404,16698488
"FBgn0262387","mir-190","mir-190 stem loop","ncRNA","3L",8571799,8571898
"FBgn0262388","mir-92b","mir-92b stem loop","ncRNA","3R",25651398,25651497
"FBgn0262389","mir-1017","mir-1017 stem loop","ncRNA","3R",24488612,24488682
"FBgn0262390","mir-303","mir-303 stem loop","ncRNA","X",4366179,4366248
"FBgn0262391","mir-184","mir-184 stem loop","ncRNA","2R",13329402,13329501
"FBgn0262392","mir-1004","mir-1004 stem loop","ncRNA","2L",3767621,3767688
"FBgn0262393","mir-33","mir-33 stem loop","ncRNA","3L",19797961,19798059
"FBgn0262395","mir-12","mir-12 stem loop","ncRNA","X",15509473,15509546
"FBgn0262396","mir-314","mir-314 stem loop","ncRNA","3L",11773012,11773101
"FBgn0262397","mir-2c","mir-2c stem loop","ncRNA","3R",15417744,15417845
"FBgn0262398","mir-124","mir-124 stem loop","ncRNA","2L",17566370,17566469
"FBgn0262400","mir-287","mir-287 stem loop","ncRNA","2L",17574610,17574702
"FBgn0262401","mir-285","mir-285 stem loop","ncRNA","3L",11946093,11946191
"FBgn0262402","mir-311","mir-311 stem loop","ncRNA","2R",20583877,20583960
"FBgn0262403","mir-278","mir-278 stem loop","ncRNA","2R",15657066,15657163
"FBgn0262404","mir-996","mir-996 stem loop","ncRNA","3R",29217184,29217280
"FBgn0262405","mir-998","mir-998 stem loop","ncRNA","3R",21621879,21622021
"FBgn0262406","mir-let7","let-7","ncRNA","2L",18472034,18472111
"FBgn0262407","mir-308","mir-308 stem loop","ncRNA","2R",14215802,14215864
"FBgn0262408","mir-5","mir-5 stem loop","ncRNA","2R",19661158,19661226
"FBgn0262409","mir-304","mir-304 stem loop","ncRNA","X",15508959,15509046
"FBgn0262410","mir-6-2","mir-6-2 stem loop","ncRNA","2R",19660869,19660942
"FBgn0262411","mir-92a","mir-92a stem loop","ncRNA","3R",25646506,25646600
"FBgn0262412","mir-1008","mir-1008 stem loop","ncRNA","2R",10885533,10885589
"FBgn0262413","mir-9b","mir-9b stem loop","ncRNA","2L",16698744,16698834
"FBgn0262414","mir-4","mir-4 stem loop","ncRNA","2R",19661289,19661369
"FBgn0262415","mir-289","mir-289 stem loop","ncRNA","3L",13620822,13620920
"FBgn0262416","mir-31a","mir-31a stem loop","ncRNA","2R",17783795,17783886
"FBgn0262417","mir-316","mir-316 stem loop","ncRNA","3L",21668714,21668802
"FBgn0262418","mir-6-3","mir-6-3 stem loop","ncRNA","2R",19660716,19660795
"FBgn0262419","mir-277","mir-277 stem loop","ncRNA","3R",10100022,10100121
"FBgn0262420","mir-318","mir-318 stem loop","ncRNA","3R",10408302,10408369
"FBgn0262421","mir-13b-2","mir-13b-2 stem loop","ncRNA","X",9091230,9091299
"FBgn0262422","mir-1011","mir-1011 stem loop","ncRNA","3R",20853305,20853358
"FBgn0262424","mir-10","mir-10 stem loop","ncRNA","3R",6809506,6809582
"FBgn0262425","mir-288","mir-288 stem loop","ncRNA","2L",20618366,20618462
"FBgn0262426","mir-283","mir-283 stem loop","ncRNA","X",15507956,15508055
"FBgn0262427","mir-1016","mir-1016 stem loop","ncRNA","2R",14233130,14233187
"FBgn0262428","mir-87","mir-87 stem loop","ncRNA","2L",9950418,9950516
"FBgn0262429","mir-13a","mir-13a stem loop","ncRNA","3R",15417542,15417616
"FBgn0262430","mir-9c","mir-9c stem loop","ncRNA","2L",16697924,16698015
"FBgn0262431","mir-1003","mir-1003 stem loop","ncRNA","3R",24658605,24658660
"FBgn0262432","mir-8","mir-8 stem loop","ncRNA","2R",16831432,16831518
"FBgn0262433","mir-210","mir-210 stem loop","ncRNA","X",18128219,18128318
"FBgn0262434","mir-11","mir-11 stem loop","ncRNA","3R",21622497,21622571
"FBgn0262435","mir-1009","mir-1009 stem loop","ncRNA","2R",23993054,23993114
"FBgn0262436","mir-310","mir-310 stem loop","ncRNA","2R",20583752,20583840
"FBgn0262437","mir-274","mir-274 stem loop","ncRNA","3L",11656918,11657017
"FBgn0262438","mir-1006","mir-1006 stem loop","ncRNA","2L",16724795,16724858
"FBgn0262440","mir-280","mir-280 stem loop","ncRNA","2R",8298106,8298200
"FBgn0262441","mir-313","mir-313 stem loop","ncRNA","2R",20584190,20584260
"FBgn0262442","mir-2501","mir-2501 stem loop","ncRNA","3L",8111107,8111177
"FBgn0262443","mir-286","mir-286 stem loop","ncRNA","2R",19661422,19661521
"FBgn0262444","mir-1013","mir-1013 stem loop","ncRNA","3R",30791636,30791696
"FBgn0262445","mir-133","mir-133 stem loop","ncRNA","2L",20616617,20616714
"FBgn0262446","mir-137","mir-137 stem loop","ncRNA","2R",16065254,16065344
"FBgn0262447","mir-14","mir-14 stem loop","ncRNA","2R",9553762,9553824
"FBgn0262448","mir-279","mir-279 stem loop","ncRNA","3R",29215585,29215684
"FBgn0262449","mir-2b-2","mir-2b-2 stem loop","ncRNA","2L",19570182,19570264
"FBgn0262450","mir-312","mir-312 stem loop","ncRNA","2R",20584056,20584121
"FBgn0262451","mir-ban","bantam","ncRNA","3L",642208,642288
"FBgn0262452","mir-79","mir-79 stem loop","ncRNA","2L",16698554,16698650
"FBgn0262453","mir-275","mir-275 stem loop","ncRNA","2L",7425795,7425892
"FBgn0262454","mir-1007","mir-1007 stem loop","ncRNA","X",21296385,21296449
"FBgn0262455","mir-1","mir-1 stem loop","ncRNA","2L",20487441,20487531
"FBgn0262456","mir-125","mir-125 stem loop","ncRNA","2L",18472315,18472424
"FBgn0262457","mir-1015","mir-1015 stem loop","ncRNA","3R",24339232,24339295
"FBgn0262458","mir-305","mir-305 stem loop","ncRNA","2L",7425972,7426044
"FBgn0262459","mir-34","mir-34 stem loop","ncRNA","3R",10100936,10101034
"FBgn0262460","mir-2a-2","mir-2a-2 stem loop","ncRNA","2L",19569490,19569561
"FBgn0262461","mir-315","mir-315 stem loop","ncRNA","3L",18860971,18861054
"FBgn0262462","mir-iab-4","mir-iab-4 stem loop","ncRNA","3R",16856275,16856342
"FBgn0262463","mir-100","mir-100 stem loop","ncRNA","2L",18471434,18471533
"FBgn0262464","mir-6-1","mir-6-1 stem loop","ncRNA","2R",19661003,19661084
"FBgn0262467","Scox","Synthesis of cytochrome c oxidase","protein_coding","2L",4967832,4968935
"FBgn0262473","Tl","Toll","protein_coding","3R",26799041,26842403
"FBgn0262475","bru2","bruno 2","protein_coding","2L",12344219,12397528
"FBgn0262476","CG43066","","protein_coding","2R",18514574,18526439
"FBgn0262477","FoxP","Forkhead box P","protein_coding","3R",9726020,9730872
"FBgn0262478","CG43068","","protein_coding","2R",15185158,15185952
"FBgn0262479","CG43069","","protein_coding","2R",18862862,18863277
"FBgn0262480","CG43070","","protein_coding","2R",18863896,18864558
"FBgn0262481","CG43071","","protein_coding","2R",18864621,18865218
"FBgn0262482","CG43072","","protein_coding","3L",21065852,21066238
"FBgn0262483","Rbp","RIM-binding protein","protein_coding","3R",15374635,15402543
"FBgn0262484","CG43074","","protein_coding","3L",3483832,3484653
"FBgn0262485","CG43075","","protein_coding","X",15220271,15221176
"FBgn0262486","CG43076","","protein_coding","X",15222657,15223582
